Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",5,4.50,Scholastic Inc.,Paperback,912,2004,2003,2019/05/10,2018/06/08,,,read,,,,1,0
12127750,"The Mark of Athena (The Heroes of Olympus, #3)",Rick Riordan,"Riordan, Rick",,"=""1423140605""","=""9781423140603""",5,4.47,Disney-Hyperion Books,Hardcover,586,2012,2012,,2017/09/19,,,read,,,,2,0
7544603,"Smaragdgrün (Edelstein-Trilogie, #3)",Kerstin Gier,"Gier, Kerstin",,"=""3401063480""","=""9783401063485""",4,4.20,Arena Verlag,Hardcover,487,2010,2010,2018/12/09,2018/12/09,,,read,,,,1,0
6919272,"Saphirblau (Edelstein-Trilogie, #2)",Kerstin Gier,"Gier, Kerstin",,"=""""","=""""",4,4.18,Arena,Hardcover,400,2010,2010,2018/12/09,2018/12/08,,,read,,,,1,0
6325285,"Rubinrot (Edelstein-Trilogie, #1)",Kerstin Gier,"Gier, Kerstin",,"=""3401063340""","=""9783401063348""",4,4.13,Arena Verlag,Hardcover,345,2009,2009,2018/12/08,2018/12/08,,,read,,,,1,0
6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.","Jim Kay, Mary GrandPré","=""""","=""""",4,4.56,Scholastic,Paperback,734,2002,2000,2018/11/24,2018/06/08,,,read,,,,1,0
20820994,I'll Give You the Sun,Jandy Nelson,"Nelson, Jandy",,"=""0803734964""","=""9780803734968""",4,4.16,Dial Books,Hardcover,371,2014,2014,2018/11/12,2018/06/09,,,read,,,,1,0
77392,"Anne of the Island (Anne of Green Gables, #3)",L.M. Montgomery,"Montgomery, L.M.",,"=""""","=""""",4,4.27,Bantam Books,Mass Market Paperback,243,1983,1915,2018/10/06,2018/10/03,,,read,,,,1,0
77390,"Anne of Avonlea (Anne of Green Gables, #2)",L.M. Montgomery,"Montgomery, L.M.",,"=""0553213148""","=""9780553213140""",4,4.22,Bantam Books,Mass Market Paperback,276,1992,1909,2018/10/05,2018/10/03,,,read,,,,1,0
8127,"Anne of Green Gables (Anne of Green Gables, #1)",L.M. Montgomery,"Montgomery, L.M.",,"=""0451528824""","=""9780451528827""",5,4.31,Signet,Mass Market Paperback,320,2003,1908,2018/10/06,2018/10/03,,,read,"This book is exquisite that I literally cried after finishing this. I love Anne's character development and how she learns from every mistakes she make. I also love that even though Anne isn't what Marilla and Matthew wanted at first, as time passed, they learned to love her so deeply. I must say that the friendship and the a teeny tiny bit of love are truly wonderful. (ehem Mr. Gilbert Blythe) Diana and Anne's friendship makes me wonder how things are different from their time to the current century. I cried when Matthew became deceased even though I already expected it to be (I read the summary in my Filipino textbook). I felt Anne's despair because of it. <br/>Overall, it was a wonderful story with a beautiful writing so I will certainly give it a five out of five.",true,,1,0
16096824,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""1619634449""","=""9781619634442""",4,4.20,Bloomsbury USA Childrens,Hardcover,432,2015,2015,,2017/09/19,,,read,,,,2,0
8475505,"Rebel Belle (Rebel Belle, #1)",Rachel Hawkins,"Hawkins, Rachel",,"=""0399256938""","=""9780399256936""",4,3.81,Putnam Juvenile,Hardcover,345,2014,2014,2018/08/25,2017/11/17,,,read,,,,1,0
28763485,The Sun Is Also a Star,Nicola Yoon,"Yoon, Nicola",,"=""0553496689""","=""9780553496680""",4,3.98,Delacorte Press,Hardcover,344,2016,2016,2018/08/24,2018/08/24,,,read,,,,2,0
35247769,"Always and Forever, Lara Jean (To All the Boys I've Loved Before, #3)",Jenny Han,"Han, Jenny",,"=""1481430483""","=""9781481430487""",4,4.01,Simon  Schuster Books for Young Readers,Hardcover,325,2017,2017,2018/08/24,2018/08/24,,,read,,,,1,0
20698530,"P.S. I Still Love You (To All the Boys I've Loved Before, #2)",Jenny Han,"Han, Jenny",,"=""144242673X""","=""9781442426733""",5,4.02,Simon & Schuster Books for Young Readers,Hardcover,337,2015,2015,2018/08/24,2018/08/23,,,read,,,,1,0
15749186,"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)",Jenny Han,"Han, Jenny",,"=""""","=""""",5,4.05,Simon & Schuster Books for Young Readers,Paperback,355,2014,2014,2018/08/23,2018/08/23,,,read,,,,1,0
9520360,"The Son of Neptune (The Heroes of Olympus, #2)",Rick Riordan,"Riordan, Rick",,"=""1423140591""","=""9781423140597""",5,4.42,Disney-Hyperion Books,Hardcover,521,2011,2011,,2017/09/19,,,read,,,,2,0
7736182,"The Lost Hero (The Heroes of Olympus, #1)",Rick Riordan,"Riordan, Rick",,"=""142311339X""","=""9781423113393""",5,4.31,Disney-Hyperion Books,Hardcover,576,2010,2010,,2017/09/19,,,read,,,,2,0
4556058,"The Last Olympian (Percy Jackson and the Olympians, #5)",Rick Riordan,"Riordan, Rick",,"=""1423101472""","=""9781423101475""",5,4.54,Disney-Hyperion Books,Hardcover,381,2009,2009,,2017/09/19,,,read,,,,2,0
2120932,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",Rick Riordan,"Riordan, Rick",,"=""1423101464""","=""9781423101468""",5,4.42,Hyperion Books for Children,Hardcover,361,2008,2008,,2017/09/19,,,read,,,,2,0
561456,"The Titan's Curse (Percy Jackson and the Olympians, #3)",Rick Riordan,"Riordan, Rick",,"=""0141382899""","=""9780141382890""",5,4.37,Puffin Books,Paperback,320,2007,2007,,2017/09/19,,,read,,,,2,0
19019010,Fangirl,Rainbow Rowell,"Rowell, Rainbow",,"=""1250054001""","=""9781250054005""",5,3.96,St. Martin's Griffin,Paperback,435,2013,2013,,2017/09/19,,,read,,,,2,0
28186,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,"Riordan, Rick",,"=""0786856866""","=""9780786856862""",5,4.24,Hyperion Books,Hardcover,279,2006,2006,2016/06/28,2017/09/19,,,read,,,,2,0
28187,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,"Riordan, Rick",,"=""""","=""""",5,4.30,Disney Hyperion Books,Paperback,377,2006,2005,2016/06/26,2017/09/19,,,read,First reread of 2018. I missed Percy's sassiness so I'm glad that I read this book again. So good!,,,2,0
5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""043965548X""","=""9780439655484""",5,4.58,Scholastic Inc.,Mass Market Paperback,435,2004,1999,2018/06/08,2018/03/05,,,read,,,,1,0
16248113,"The School for Good and Evil (The School for Good and Evil, #1)",Soman Chainani,"Chainani, Soman",Iacopo Bruno,"=""0062104896""","=""9780062104892""",4,3.99,HarperCollins,Hardcover,488,2013,2013,2018/05/08,2017/09/19,,,read,,,,1,0
30312891,"Lord of Shadows (The Dark Artifices, #2)",Cassandra Clare,"Clare, Cassandra",,"=""1442468408""","=""9781442468405""",5,4.42,Margaret K. McElderry Books,Hardcover,699,2017,2017,2018/05/08,2017/11/12,,,read,Please excuse me while I go cry in the corner. Why must you do this to me Cassandra Clare? *ugly sobs,,,1,0
8755785,"City of Heavenly Fire (The Mortal Instruments, #6)",Cassandra Clare,"Clare, Cassandra",,"=""1481426303""","=""9781481426305""",5,4.39,Margaret K. McElderry Books,Hardcover,725,2014,2014,2018/05/03,2017/09/19,,,read,,,,1,0
8755776,"City of Lost Souls (The Mortal Instruments, #5)",Cassandra Clare,"Clare, Cassandra",,"=""1442416866""","=""9781442416864""",5,4.22,Margaret K. McElderry Books,Hardcover,535,2012,2012,2018/05/02,2017/09/19,,,read,,,,1,0
6752378,"City of Fallen Angels (The Mortal Instruments, #4)",Cassandra Clare,"Clare, Cassandra",,"=""1442403543""","=""9781442403543""",4,4.08,Margaret K. McElderry Books,Hardcover,425,2011,2011,2018/04/30,2017/09/19,,,read,,,,1,0
9627755,"Isla and the Happily Ever After (Anna and the French Kiss, #3)",Stephanie Perkins,"Perkins, Stephanie",,"=""0525425632""","=""9780525425632""",5,4.00,Dutton,Hardcover,339,2014,2014,2018/01/25,2017/09/19,,,read,,,,1,0
18335634,"Clockwork Princess (The Infernal Devices, #3)",Cassandra Clare,"Clare, Cassandra",,"=""1406321346""","=""9781406321340""",5,4.56,Walker Books Ltd,Paperback,567,2013,2013,2018/01/15,2018/01/09,,,read,Good job for ruining my emotions. I think I will not be able to read some books for a moment because I feel sad that I finished this trilogy. My mind is blown at the epilogue. ,,,1,0
10025305,"Clockwork Prince (The Infernal Devices, #2)",Cassandra Clare,"Clare, Cassandra",,"=""1416975888""","=""9781416975885""",5,4.43,Margaret K. McElderry Books,Hardcover,498,2011,2011,2018/01/14,2018/01/09,,,read,This book is brilliant. I felt so many emotions throughout this story. I love it !<br/>,,,1,0
7171637,"Clockwork Angel (The Infernal Devices, #1)",Cassandra Clare,"Clare, Cassandra",,"=""1416975861""","=""9781416975861""",4,4.31,Margaret K. McElderry Books,Hardcover,479,2010,2010,2018/01/13,2018/01/09,,,read,,,,1,0
17347384,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.","Kazu Kibuishi, Mary GrandPré","=""054558292X""","=""9780545582926""",5,4.43,Scholastic Inc.,Paperback,341,2013,1998,2018/01/11,2017/09/19,,,read,,,,1,0
27904311,"The Hammer of Thor (Magnus Chase and the Gods of Asgard, #2)",Rick Riordan,"Riordan, Rick",,"=""1423160924""","=""9781423160922""",5,4.32,Disney-Hyperion Books,Hardcover,459,2016,2016,2018/01/01,2017/09/19,,,read,I love this book! It is very thrilling and humorous. Can't wait to read the next book.,,,1,0
13206900,"Winter (The Lunar Chronicles, #4)",Marissa Meyer,"Meyer, Marissa",,"=""0312642989""","=""9780312642983""",5,4.42,Feiwel & Friends,Hardcover,827,2015,2015,2017/11/16,2017/09/20,,,read,,,,1,0
13206828,"Cress (The Lunar Chronicles, #3)",Marissa Meyer,"Meyer, Marissa",,"=""0312642970""","=""9780312642976""",5,4.41,Feiwel & Friends,Hardcover,552,2014,2014,2017/11/16,2017/09/20,,,read,I love it. It's very hooking and I can't stop reading it until I'm on the last page. I FLIPPING SHIP CRESS AND THORNE SO MUCH!,,,1,0
13206760,"Scarlet (The Lunar Chronicles, #2)",Marissa Meyer,"Meyer, Marissa",,"=""0312642962""","=""9780312642969""",4,4.25,Feiwel & Friends,Hardcover,454,2013,2013,2017/11/14,2017/09/20,,,read,,,,1,0
11235712,"Cinder (The Lunar Chronicles, #1)",Marissa Meyer,"Meyer, Marissa",,"=""0312641893""","=""9780312641894""",4,4.13,Feiwel & Friends,Hardcover,390,2012,2012,2017/11/13,2017/09/20,,,read,,,,1,0
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5,4.47,Scholastic Inc,Hardcover,309,2003,1997,2017/09/23,2017/09/19,,,read,,,,1,0
26252859,"The Hidden Oracle (The Trials of Apollo, #1)",Rick Riordan,"Riordan, Rick",,"=""148473274X""","=""9781484732748""",5,4.17,Disney-Hyperion Books,Hardcover,384,2016,2016,2017/09/21,2017/09/19,,,read,"I flipping love this story! And I love Apollo, I love Nico, I love the humor and pretty much all the things in the book and I literally screamed in the last chapters cuz I'm very shocked and surprised at something. The best &#x1f495;",,,1,0
6936382,"Anna and the French Kiss (Anna and the French Kiss, #1)",Stephanie Perkins,"Perkins, Stephanie",,"=""0525423273""","=""9780525423270""",5,3.97,Dutton Juvenile,Hardcover,372,2010,2010,,2017/09/19,,,read,,,,1,0
3777732,"City of Glass (The Mortal Instruments, #3)",Cassandra Clare,"Clare, Cassandra",,"=""1416914307""","=""9781416914303""",5,4.28,Margaret K. McElderry Books,Hardcover,541,2009,2009,,2017/09/19,,,read,,,,1,0
1582996,"City of Ashes (The Mortal Instruments, #2)",Cassandra Clare,"Clare, Cassandra",,"=""1416914293""","=""9781416914297""",4,4.12,Margaret K. McElderry Books,Hardcover,453,2008,2008,,2017/09/19,,,read,,,,1,0
256683,"City of Bones (The Mortal Instruments, #1)",Cassandra Clare,"Clare, Cassandra",,"=""1416914285""","=""9781416914280""",3,4.07,Margaret K. McElderry Books,Hardcover,485,2007,2007,,2017/09/19,,,read,,,,1,0
9961796,"Lola and the Boy Next Door (Anna and the French Kiss, #2)",Stephanie Perkins,"Perkins, Stephanie",,"=""""","=""""",4,3.91,Dutton Books,Hardcover,338,2011,2011,,2017/09/19,,,read,,,,1,0
18705209,"The Blood of Olympus (The Heroes of Olympus, #5)",Rick Riordan,"Riordan, Rick",,"=""1484724917""","=""9781423146735""",5,4.43,Disney-Hyperion Books,Hardcover,516,2014,2014,,2017/09/19,,,read,,,,1,0
12127810,"The House of Hades (The Heroes of Olympus, #4)",Rick Riordan,"Riordan, Rick",,"=""1423146727""","=""9781423146728""",5,4.56,Disney-Hyperion Books,Hardcover,597,2013,2013,,2017/09/19,,,read,,,,1,0
